DXCode,Description,"2020 CMS-HCC
Model
Category
(V24) ",V24 HCC Description,V28ID,V28HCCDescription,"2020 CMS-HCC Model
Category
(V24) for 2024
Payment Year","2024 Proposed CMS-HCC Model
Category
(V28) for 2024
Payment Year",Same HCC Description  
C153,Malignant neoplasm of upper third of esophagus,9,Lung and Other Severe Cancers,20,Lung and Other Severe Cancers,Yes,Yes,SAME
C154,Malignant neoplasm of middle third of esophagus,9,Lung and Other Severe Cancers,20,Lung and Other Severe Cancers,Yes,Yes,SAME
C155,Malignant neoplasm of lower third of esophagus,9,Lung and Other Severe Cancers,20,Lung and Other Severe Cancers,Yes,Yes,SAME
C158,Malignant neoplasm of overlapping sites of esophagus,9,Lung and Other Severe Cancers,20,Lung and Other Severe Cancers,Yes,Yes,SAME
C159,"Malignant neoplasm of esophagus, unspecified",9,Lung and Other Severe Cancers,20,Lung and Other Severe Cancers,Yes,Yes,SAME
C160,Malignant neoplasm of cardia,9,Lung and Other Severe Cancers,20,Lung and Other Severe Cancers,Yes,Yes,SAME
C161,Malignant neoplasm of fundus of stomach,9,Lung and Other Severe Cancers,20,Lung and Other Severe Cancers,Yes,Yes,SAME
C162,Malignant neoplasm of body of stomach,9,Lung and Other Severe Cancers,20,Lung and Other Severe Cancers,Yes,Yes,SAME
C163,Malignant neoplasm of pyloric antrum,9,Lung and Other Severe Cancers,20,Lung and Other Severe Cancers,Yes,Yes,SAME
C164,Malignant neoplasm of pylorus,9,Lung and Other Severe Cancers,20,Lung and Other Severe Cancers,Yes,Yes,SAME
C165,"Malignant neoplasm of lesser curvature of stomach, unspecified",9,Lung and Other Severe Cancers,20,Lung and Other Severe Cancers,Yes,Yes,SAME
C166,"Malignant neoplasm of greater curvature of stomach, unspecified",9,Lung and Other Severe Cancers,20,Lung and Other Severe Cancers,Yes,Yes,SAME
C168,Malignant neoplasm of overlapping sites of stomach,9,Lung and Other Severe Cancers,20,Lung and Other Severe Cancers,Yes,Yes,SAME
C169,"Malignant neoplasm of stomach, unspecified",9,Lung and Other Severe Cancers,20,Lung and Other Severe Cancers,Yes,Yes,SAME
C170,Malignant neoplasm of duodenum,9,Lung and Other Severe Cancers,20,Lung and Other Severe Cancers,Yes,Yes,SAME
C171,Malignant neoplasm of jejunum,9,Lung and Other Severe Cancers,20,Lung and Other Severe Cancers,Yes,Yes,SAME
C172,Malignant neoplasm of ileum,9,Lung and Other Severe Cancers,20,Lung and Other Severe Cancers,Yes,Yes,SAME
C173,"Meckel's diverticulum, malignant",9,Lung and Other Severe Cancers,20,Lung and Other Severe Cancers,Yes,Yes,SAME
C178,Malignant neoplasm of overlapping sites of small intestine,9,Lung and Other Severe Cancers,20,Lung and Other Severe Cancers,Yes,Yes,SAME
C179,"Malignant neoplasm of small intestine, unspecified",9,Lung and Other Severe Cancers,20,Lung and Other Severe Cancers,Yes,Yes,SAME
C180,Malignant neoplasm of cecum,11,"Colorectal, Bladder, and Other Cancers",22,"Bladder, Colorectal, and OtherCancers",Yes,Yes,NO
C181,Malignant neoplasm of appendix,11,"Colorectal, Bladder, and Other Cancers",22,"Bladder, Colorectal, and OtherCancers",Yes,Yes,NO
C182,Malignant neoplasm of ascending colon,11,"Colorectal, Bladder, and Other Cancers",22,"Bladder, Colorectal, and OtherCancers",Yes,Yes,NO
C183,Malignant neoplasm of hepatic flexure,11,"Colorectal, Bladder, and Other Cancers",22,"Bladder, Colorectal, and OtherCancers",Yes,Yes,NO
C184,Malignant neoplasm of transverse colon,11,"Colorectal, Bladder, and Other Cancers",22,"Bladder, Colorectal, and OtherCancers",Yes,Yes,NO
C185,Malignant neoplasm of splenic flexure,11,"Colorectal, Bladder, and Other Cancers",22,"Bladder, Colorectal, and OtherCancers",Yes,Yes,NO
C186,Malignant neoplasm of descending colon,11,"Colorectal, Bladder, and Other Cancers",22,"Bladder, Colorectal, and OtherCancers",Yes,Yes,NO
C187,Malignant neoplasm of sigmoid colon,11,"Colorectal, Bladder, and Other Cancers",22,"Bladder, Colorectal, and OtherCancers",Yes,Yes,NO
C188,Malignant neoplasm of overlapping sites of colon,11,"Colorectal, Bladder, and Other Cancers",22,"Bladder, Colorectal, and OtherCancers",Yes,Yes,NO
C189,"Malignant neoplasm of colon, unspecified",11,"Colorectal, Bladder, and Other Cancers",22,"Bladder, Colorectal, and OtherCancers",Yes,Yes,NO
C19,Malignant neoplasm of rectosigmoid junction,11,"Colorectal, Bladder, and Other Cancers",22,"Bladder, Colorectal, and OtherCancers",Yes,Yes,NO
C20,Malignant neoplasm of rectum,11,"Colorectal, Bladder, and Other Cancers",22,"Bladder, Colorectal, and OtherCancers",Yes,Yes,NO
C210,"Malignant neoplasm of anus, unspecified",11,"Colorectal, Bladder, and Other Cancers",22,"Bladder, Colorectal, and OtherCancers",Yes,Yes,NO
C211,Malignant neoplasm of anal canal,11,"Colorectal, Bladder, and Other Cancers",22,"Bladder, Colorectal, and OtherCancers",Yes,Yes,NO
C212,Malignant neoplasm of cloacogenic zone,11,"Colorectal, Bladder, and Other Cancers",22,"Bladder, Colorectal, and OtherCancers",Yes,Yes,NO
C218,"Malignant neoplasm of overlapping sites of rectum, anus and anal canal",11,"Colorectal, Bladder, and Other Cancers",22,"Bladder, Colorectal, and OtherCancers",Yes,Yes,NO
C220,Liver cell carcinoma,9,Lung and Other Severe Cancers,20,Lung and Other Severe Cancers,Yes,Yes,SAME
C221,Intrahepatic bile duct carcinoma,9,Lung and Other Severe Cancers,20,Lung and Other Severe Cancers,Yes,Yes,SAME
C222,Hepatoblastoma,9,Lung and Other Severe Cancers,20,Lung and Other Severe Cancers,Yes,Yes,SAME
C223,Angiosarcoma of liver,9,Lung and Other Severe Cancers,20,Lung and Other Severe Cancers,Yes,Yes,SAME
C224,Other sarcomas of liver,9,Lung and Other Severe Cancers,20,Lung and Other Severe Cancers,Yes,Yes,SAME
C227,Other specified carcinomas of liver,9,Lung and Other Severe Cancers,20,Lung and Other Severe Cancers,Yes,Yes,SAME
C228,"Malignant neoplasm of liver, primary, unspecified as to type",9,Lung and Other Severe Cancers,20,Lung and Other Severe Cancers,Yes,Yes,SAME
C229,"Malignant neoplasm of liver, not specified as primary or secondary",9,Lung and Other Severe Cancers,20,Lung and Other Severe Cancers,Yes,Yes,SAME
C23,Malignant neoplasm of gallbladder,9,Lung and Other Severe Cancers,20,Lung and Other Severe Cancers,Yes,Yes,SAME
C240,Malignant neoplasm of extrahepatic bile duct,9,Lung and Other Severe Cancers,20,Lung and Other Severe Cancers,Yes,Yes,SAME
C241,Malignant neoplasm of ampulla of Vater,9,Lung and Other Severe Cancers,20,Lung and Other Severe Cancers,Yes,Yes,SAME
C248,Malignant neoplasm of overlapping sites of biliary tract,9,Lung and Other Severe Cancers,20,Lung and Other Severe Cancers,Yes,Yes,SAME
C249,"Malignant neoplasm of biliary tract, unspecified",9,Lung and Other Severe Cancers,20,Lung and Other Severe Cancers,Yes,Yes,SAME
C250,Malignant neoplasm of head of pancreas,9,Lung and Other Severe Cancers,20,Lung and Other Severe Cancers,Yes,Yes,SAME
C251,Malignant neoplasm of body of pancreas,9,Lung and Other Severe Cancers,20,Lung and Other Severe Cancers,Yes,Yes,SAME
C252,Malignant neoplasm of tail of pancreas,9,Lung and Other Severe Cancers,20,Lung and Other Severe Cancers,Yes,Yes,SAME
C253,Malignant neoplasm of pancreatic duct,9,Lung and Other Severe Cancers,20,Lung and Other Severe Cancers,Yes,Yes,SAME
C254,Malignant neoplasm of endocrine pancreas,9,Lung and Other Severe Cancers,20,Lung and Other Severe Cancers,Yes,Yes,SAME
C257,Malignant neoplasm of other parts of pancreas,9,Lung and Other Severe Cancers,20,Lung and Other Severe Cancers,Yes,Yes,SAME
C258,Malignant neoplasm of overlapping sites of pancreas,9,Lung and Other Severe Cancers,20,Lung and Other Severe Cancers,Yes,Yes,SAME
C259,"Malignant neoplasm of pancreas, unspecified",9,Lung and Other Severe Cancers,20,Lung and Other Severe Cancers,Yes,Yes,SAME
C260,"Malignant neoplasm of intestinal tract, part unspecified",11,"Colorectal, Bladder, and Other Cancers",22,"Bladder, Colorectal, and OtherCancers",Yes,Yes,NO
C261,Malignant neoplasm of spleen,11,"Colorectal, Bladder, and Other Cancers",22,"Bladder, Colorectal, and OtherCancers",Yes,Yes,NO
C269,Malignant neoplasm of ill-defined sites within the digestive system,11,"Colorectal, Bladder, and Other Cancers",22,"Bladder, Colorectal, and OtherCancers",Yes,Yes,NO
C300,Malignant neoplasm of nasal cavity,11,"Colorectal, Bladder, and Other Cancers",21,Lymphoma and Other Cancers,Yes,Yes,NO
C301,Malignant neoplasm of middle ear,11,"Colorectal, Bladder, and Other Cancers",21,Lymphoma and Other Cancers,Yes,Yes,NO
C310,Malignant neoplasm of maxillary sinus,11,"Colorectal, Bladder, and Other Cancers",21,Lymphoma and Other Cancers,Yes,Yes,NO
C311,Malignant neoplasm of ethmoidal sinus,11,"Colorectal, Bladder, and Other Cancers",21,Lymphoma and Other Cancers,Yes,Yes,NO
C312,Malignant neoplasm of frontal sinus,11,"Colorectal, Bladder, and Other Cancers",21,Lymphoma and Other Cancers,Yes,Yes,NO
C313,Malignant neoplasm of sphenoid sinus,11,"Colorectal, Bladder, and Other Cancers",21,Lymphoma and Other Cancers,Yes,Yes,NO
C318,Malignant neoplasm of overlapping sites of accessory sinuses,11,"Colorectal, Bladder, and Other Cancers",21,Lymphoma and Other Cancers,Yes,Yes,NO
C319,"Malignant neoplasm of accessory sinus, unspecified",11,"Colorectal, Bladder, and Other Cancers",21,Lymphoma and Other Cancers,Yes,Yes,NO
C320,Malignant neoplasm of glottis,11,"Colorectal, Bladder, and Other Cancers",21,Lymphoma and Other Cancers,Yes,Yes,NO
C321,Malignant neoplasm of supraglottis,11,"Colorectal, Bladder, and Other Cancers",21,Lymphoma and Other Cancers,Yes,Yes,NO
C322,Malignant neoplasm of subglottis,11,"Colorectal, Bladder, and Other Cancers",21,Lymphoma and Other Cancers,Yes,Yes,NO
C323,Malignant neoplasm of laryngeal cartilage,11,"Colorectal, Bladder, and Other Cancers",21,Lymphoma and Other Cancers,Yes,Yes,NO
C328,Malignant neoplasm of overlapping sites of larynx,11,"Colorectal, Bladder, and Other Cancers",21,Lymphoma and Other Cancers,Yes,Yes,NO
C329,"Malignant neoplasm of larynx, unspecified",11,"Colorectal, Bladder, and Other Cancers",21,Lymphoma and Other Cancers,Yes,Yes,NO
C33,Malignant neoplasm of trachea,9,Lung and Other Severe Cancers,20,Lung and Other Severe Cancers,Yes,Yes,SAME
C3400,Malignant neoplasm of unspecified main bronchus,9,Lung and Other Severe Cancers,20,Lung and Other Severe Cancers,Yes,Yes,SAME
C3401,Malignant neoplasm of right main bronchus,9,Lung and Other Severe Cancers,20,Lung and Other Severe Cancers,Yes,Yes,SAME
C3402,Malignant neoplasm of left main bronchus,9,Lung and Other Severe Cancers,20,Lung and Other Severe Cancers,Yes,Yes,SAME
C3410,"Malignant neoplasm of upper lobe, unspecified bronchus or lung",9,Lung and Other Severe Cancers,20,Lung and Other Severe Cancers,Yes,Yes,SAME
C3411,"Malignant neoplasm of upper lobe, right bronchus or lung",9,Lung and Other Severe Cancers,20,Lung and Other Severe Cancers,Yes,Yes,SAME
C3412,"Malignant neoplasm of upper lobe, left bronchus or lung",9,Lung and Other Severe Cancers,20,Lung and Other Severe Cancers,Yes,Yes,SAME
C342,"Malignant neoplasm of middle lobe, bronchus or lung",9,Lung and Other Severe Cancers,20,Lung and Other Severe Cancers,Yes,Yes,SAME
C3430,"Malignant neoplasm of lower lobe, unspecified bronchus or lung",9,Lung and Other Severe Cancers,20,Lung and Other Severe Cancers,Yes,Yes,SAME
C3431,"Malignant neoplasm of lower lobe, right bronchus or lung",9,Lung and Other Severe Cancers,20,Lung and Other Severe Cancers,Yes,Yes,SAME
C3432,"Malignant neoplasm of lower lobe, left bronchus or lung",9,Lung and Other Severe Cancers,20,Lung and Other Severe Cancers,Yes,Yes,SAME
C3480,Malignant neoplasm of overlapping sites of unspecified bronchus and lung,9,Lung and Other Severe Cancers,20,Lung and Other Severe Cancers,Yes,Yes,SAME
C3481,Malignant neoplasm of overlapping sites of right bronchus and lung,9,Lung and Other Severe Cancers,20,Lung and Other Severe Cancers,Yes,Yes,SAME
C3482,Malignant neoplasm of overlapping sites of left bronchus and lung,9,Lung and Other Severe Cancers,20,Lung and Other Severe Cancers,Yes,Yes,SAME
C3490,Malignant neoplasm of unspecified part of unspecified bronchus or lung,9,Lung and Other Severe Cancers,20,Lung and Other Severe Cancers,Yes,Yes,SAME
C3491,Malignant neoplasm of unspecified part of right bronchus or lung,9,Lung and Other Severe Cancers,20,Lung and Other Severe Cancers,Yes,Yes,SAME
C3492,Malignant neoplasm of unspecified part of left bronchus or lung,9,Lung and Other Severe Cancers,20,Lung and Other Severe Cancers,Yes,Yes,SAME
C37,Malignant neoplasm of thymus,11,"Colorectal, Bladder, and Other Cancers",21,Lymphoma and Other Cancers,Yes,Yes,NO
C380,Malignant neoplasm of heart,11,"Colorectal, Bladder, and Other Cancers",20,Lung and Other Severe Cancers,Yes,Yes,NO
C381,Malignant neoplasm of anterior mediastinum,11,"Colorectal, Bladder, and Other Cancers",21,Lymphoma and Other Cancers,Yes,Yes,NO
C382,Malignant neoplasm of posterior mediastinum,11,"Colorectal, Bladder, and Other Cancers",21,Lymphoma and Other Cancers,Yes,Yes,NO
C383,"Malignant neoplasm of mediastinum, part unspecified",11,"Colorectal, Bladder, and Other Cancers",21,Lymphoma and Other Cancers,Yes,Yes,NO
C384,Malignant neoplasm of pleura,9,Lung and Other Severe Cancers,20,Lung and Other Severe Cancers,Yes,Yes,SAME
C388,"Malignant neoplasm of overlapping sites of heart, mediastinum and pleura",11,"Colorectal, Bladder, and Other Cancers",21,Lymphoma and Other Cancers,Yes,Yes,NO
C390,"Malignant neoplasm of upper respiratory tract, part unspecified",11,"Colorectal, Bladder, and Other Cancers",21,Lymphoma and Other Cancers,Yes,Yes,NO
C399,"Malignant neoplasm of lower respiratory tract, part unspecified",11,"Colorectal, Bladder, and Other Cancers",21,Lymphoma and Other Cancers,Yes,Yes,NO
C4000,Malignant neoplasm of scapula and long bones of unspecified upper limb,10,Lymphoma and Other Cancers,21,Lymphoma and Other Cancers,Yes,Yes,SAME
C4001,Malignant neoplasm of scapula and long bones of right upper limb,10,Lymphoma and Other Cancers,21,Lymphoma and Other Cancers,Yes,Yes,SAME
C4002,Malignant neoplasm of scapula and long bones of left upper limb,10,Lymphoma and Other Cancers,21,Lymphoma and Other Cancers,Yes,Yes,SAME
C4010,Malignant neoplasm of short bones of unspecified upper limb,10,Lymphoma and Other Cancers,21,Lymphoma and Other Cancers,Yes,Yes,SAME
C4011,Malignant neoplasm of short bones of right upper limb,10,Lymphoma and Other Cancers,21,Lymphoma and Other Cancers,Yes,Yes,SAME
C4012,Malignant neoplasm of short bones of left upper limb,10,Lymphoma and Other Cancers,21,Lymphoma and Other Cancers,Yes,Yes,SAME
C4020,Malignant neoplasm of long bones of unspecified lower limb,10,Lymphoma and Other Cancers,21,Lymphoma and Other Cancers,Yes,Yes,SAME
C4021,Malignant neoplasm of long bones of right lower limb,10,Lymphoma and Other Cancers,21,Lymphoma and Other Cancers,Yes,Yes,SAME
C4022,Malignant neoplasm of long bones of left lower limb,10,Lymphoma and Other Cancers,21,Lymphoma and Other Cancers,Yes,Yes,SAME
C4030,Malignant neoplasm of short bones of unspecified lower limb,10,Lymphoma and Other Cancers,21,Lymphoma and Other Cancers,Yes,Yes,SAME
C4031,Malignant neoplasm of short bones of right lower limb,10,Lymphoma and Other Cancers,21,Lymphoma and Other Cancers,Yes,Yes,SAME
C4032,Malignant neoplasm of short bones of left lower limb,10,Lymphoma and Other Cancers,21,Lymphoma and Other Cancers,Yes,Yes,SAME
C4080,Malignant neoplasm of overlapping sites of bone and articular cartilage of unspecified limb,10,Lymphoma and Other Cancers,21,Lymphoma and Other Cancers,Yes,Yes,SAME
C4081,Malignant neoplasm of overlapping sites of bone and articular cartilage of right limb,10,Lymphoma and Other Cancers,21,Lymphoma and Other Cancers,Yes,Yes,SAME
C4082,Malignant neoplasm of overlapping sites of bone and articular cartilage of left limb,10,Lymphoma and Other Cancers,21,Lymphoma and Other Cancers,Yes,Yes,SAME
C4090,Malignant neoplasm of unspecified bones and articular cartilage of unspecified limb,10,Lymphoma and Other Cancers,21,Lymphoma and Other Cancers,Yes,Yes,SAME
C4091,Malignant neoplasm of unspecified bones and articular cartilage of right limb,10,Lymphoma and Other Cancers,21,Lymphoma and Other Cancers,Yes,Yes,SAME
C4092,Malignant neoplasm of unspecified bones and articular cartilage of left limb,10,Lymphoma and Other Cancers,21,Lymphoma and Other Cancers,Yes,Yes,SAME
C410,Malignant neoplasm of bones of skull and face,10,Lymphoma and Other Cancers,21,Lymphoma and Other Cancers,Yes,Yes,SAME
C411,Malignant neoplasm of mandible,10,Lymphoma and Other Cancers,21,Lymphoma and Other Cancers,Yes,Yes,SAME
C412,Malignant neoplasm of vertebral column,10,Lymphoma and Other Cancers,21,Lymphoma and Other Cancers,Yes,Yes,SAME
C413,"Malignant neoplasm of ribs, sternum and clavicle",10,Lymphoma and Other Cancers,21,Lymphoma and Other Cancers,Yes,Yes,SAME
C414,"Malignant neoplasm of pelvic bones, sacrum and coccyx",10,Lymphoma and Other Cancers,21,Lymphoma and Other Cancers,Yes,Yes,SAME
C419,"Malignant neoplasm of bone and articular cartilage, unspecified",10,Lymphoma and Other Cancers,21,Lymphoma and Other Cancers,Yes,Yes,SAME
C430,Malignant melanoma of lip,12,"Breast, Prostate, and Other Cancers and Tumors",23,"Prostate, Breast, and OtherCancers and Tumors",Yes,Yes,NO
C4310,"Malignant melanoma of unspecified eyelid, including canthus",12,"Breast, Prostate, and Other Cancers and Tumors",23,"Prostate, Breast, and OtherCancers and Tumors",Yes,Yes,NO
C43111,"Malignant melanoma of right upper eyelid, including canthus",12,"Breast, Prostate, and Other Cancers and Tumors",23,"Prostate, Breast, and OtherCancers and Tumors",Yes,Yes,NO
C43112,"Malignant melanoma of right lower eyelid, including canthus",12,"Breast, Prostate, and Other Cancers and Tumors",23,"Prostate, Breast, and OtherCancers and Tumors",Yes,Yes,NO
C43121,"Malignant melanoma of left upper eyelid, including canthus",12,"Breast, Prostate, and Other Cancers and Tumors",23,"Prostate, Breast, and OtherCancers and Tumors",Yes,Yes,NO
C43122,"Malignant melanoma of left lower eyelid, including canthus",12,"Breast, Prostate, and Other Cancers and Tumors",23,"Prostate, Breast, and OtherCancers and Tumors",Yes,Yes,NO
C4320,Malignant melanoma of unspecified ear and external auricular canal,12,"Breast, Prostate, and Other Cancers and Tumors",23,"Prostate, Breast, and OtherCancers and Tumors",Yes,Yes,NO
C4321,Malignant melanoma of right ear and external auricular canal,12,"Breast, Prostate, and Other Cancers and Tumors",23,"Prostate, Breast, and OtherCancers and Tumors",Yes,Yes,NO
C4322,Malignant melanoma of left ear and external auricular canal,12,"Breast, Prostate, and Other Cancers and Tumors",23,"Prostate, Breast, and OtherCancers and Tumors",Yes,Yes,NO
C4330,Malignant melanoma of unspecified part of face,12,"Breast, Prostate, and Other Cancers and Tumors",23,"Prostate, Breast, and OtherCancers and Tumors",Yes,Yes,NO
C4331,Malignant melanoma of nose,12,"Breast, Prostate, and Other Cancers and Tumors",23,"Prostate, Breast, and OtherCancers and Tumors",Yes,Yes,NO
C4339,Malignant melanoma of other parts of face,12,"Breast, Prostate, and Other Cancers and Tumors",23,"Prostate, Breast, and OtherCancers and Tumors",Yes,Yes,NO
C434,Malignant melanoma of scalp and neck,12,"Breast, Prostate, and Other Cancers and Tumors",23,"Prostate, Breast, and OtherCancers and Tumors",Yes,Yes,NO
C4351,Malignant melanoma of anal skin,12,"Breast, Prostate, and Other Cancers and Tumors",23,"Prostate, Breast, and OtherCancers and Tumors",Yes,Yes,NO
C4352,Malignant melanoma of skin of breast,12,"Breast, Prostate, and Other Cancers and Tumors",23,"Prostate, Breast, and OtherCancers and Tumors",Yes,Yes,NO
C4359,Malignant melanoma of other part of trunk,12,"Breast, Prostate, and Other Cancers and Tumors",23,"Prostate, Breast, and OtherCancers and Tumors",Yes,Yes,NO
C4360,"Malignant melanoma of unspecified upper limb, including shoulder",12,"Breast, Prostate, and Other Cancers and Tumors",23,"Prostate, Breast, and OtherCancers and Tumors",Yes,Yes,NO
